We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
In 1998 , the l ar g est case concerned the supp ly of compan y capital tot all ing EUR 5 4 0 million to the P RE U S S A G in German y ||| Im Jahre 199 8 war der größ te Fall die Zu führung von E igen k apital an die P RE U S S A G in D eu t sch land in H ö he von 5 4 0 Millionen Euro
F urther more, the Member States must give the Commission adv ance w ar ning with regard to their int en tions concerning state aid ||| Außerdem müssen die Mitgliedstaaten der Kommission ihre Beihil fe vor hab en vor her mit teil en
The rules p ertain ing to the steel industry were dra wn up on 1 8 De ce mber 199 6 ||| Für den Bereich der Stahl industrie sind die gel ten den Regel n am 1 8 . De z ember 199 6 aufge stellt worden
These sti pul ate that state aid can only be a ward ed to the steel industry in particular , precisely - de f ined cases i.e. those invol ving aid for research and development, aid for environmental protection , social security to e ase the clos ure of steel wor ks and aid to help non- com pe ti tive enter p ris es c e ase tra d ing al t og ether ||| D an ach können Beihilfen zug un sten der Stahl industrie nur in bestimm ten, genau de f in ierten Fä llen ver geben werden. Es sind For sch ungs - und Entwicklungs hil fen, Umwelt schutz hil fen, soziale Beihilfen zur Förderung der Sch ließ ung von Stahl werk s an lagen und Beihilfen für end g ül tige Bet rie b s auf gab en nicht w ettbewerb s fäh iger Unternehmen
In addition , there is a special provision of up to EUR 5 0 million for G ree ce ||| Zus ätz lich gibt es eine S onder re gelung bis zu 5 0 Millionen Euro für den Mitgliedstaat G rie chen land
However, there were obvious ly problems with the practical administration of the steel aid cod e over the past few years that were not brought fully to bear in the report ||| O ffen sichtlich g ab es bei der p rakti schen Hand hab ung des Stahl bei hil f ek o de x in den vergangenen Jahren jedoch Problem e, die im Bericht nicht voll ständ ig er ör ter t wurden
As far as Parliament is concerned, it is important for us to w ast e no time in get ting down to a debate on the regulations that are to suc ceed this state aid cod e once it has exp ire d ||| Aus der Sicht des Parlaments ist es wichtig, daß heute bereits über eine An schluß re gelung nach Aus lau fen dieses Stahl bei hil f ek o de x g ere d et wird
There must be no water ing - d own of the existing principles under ly ing the steel aid cod e ||| Eine Auf w eich ung der besteh enden Grund linien des Stahl ko de x darf nicht be schlossen werden
No one want s an un i mp ed ed subsid y competition in Europe ||| N ie m and will einen h em m ungs lo sen Sub ven tions w ett lau f in Europa
This would be to the consider able dis ad vant age of the internal market , regard less of the fact that the steel industry has under g one con so lid ation in the past few years ||| Dies würde den Binnenmarkt auch nach der Kon sol id ierung der Stahl industrie in den letzten Jahren erheb lich be eint räch tigen
Con sequ ent ly, Parliament belie ves it is necessary for the steel aid cod e to be amend ed in the light of the industry ' s cla im s about une qu al treat ment , and for the Commission to provide the Council with follow - up regulations ||| Deshalb hä lt es das Parlament für erforder lich, daß der St ah ls ub ven tions ko de x im Hinblick auf die von der Ind ustrie beh aup te te Ung leich beh and lung abge änder t wird und die Kommission dem Rat eine Nach folg ere gelung unterb rei tet
We all know that so far the Council has dra gg ed its fe et with regard to follow - up regulations of this kind ||| Es ist bekannt , daß der Rat sich bisher ge wei ger t hat, eine solche Nach folg ere gelung zu be schließ en
The reason for this is that people are under the imp ression that once the steel aid cod e exp ire s, they will be able to do their own thing again without the inc on ven i ence of the European Commission' s superv ision ||| Das liegt auch daran , daß man glau b t, wenn der Stahl bei hil fen ko de x aus lä uf t, kann man wieder ohne die l ä sti ge Kontrolle durch die Europäische Kommission machen, was man will
We therefore demand that once the Treaty exp ire s, steel aid must be regul ated by a Council regulation according to Article 9 4 , for that is the only way to create the necessary legal val id ity and cl arity ||| Wir forder n deshalb , daß nach Aus lau fen des Vertrags die Stahl bei hil fen durch eine Rat s ver ordnung nach Artikel 9 4 g ere ge lt werden müssen, weil nur so die notwend ige Rechts verb ind lichkeit und Kl ar heit möglich ist
This is the only way to en for ce the str ict ban on all aid not cover ed by the cod e ||| Das st ri k te Verb ot aller Beihil fen, die nicht vom Ko de x ge de ck t sind, kann nur so durch gesetzt werden
A Council regulation that is direct ly applic able law must also be obs er ved by the regional governments ||| Eine Rat s ver ordnung , die un mittel bar gel ten d es Recht ist, muß auch von den regionalen Reg ierungen be ach tet werden
What we need to avoid doing in the future is comprom ising competition conditions and dist ur b ing the bal ance in the market s ||| Be eint räch tig ungen der Wettbewerbs beding ungen und St ör ungen des Gleich gew ichts auf den M ärk ten müssen auch in Zukunft verm ie den werden
We also need to critic ise the Commission' s practice of appro ving mul ti p le aid p ack ag es for steel enter p ris es which in their view, do not fall within the c ateg or ies of the cod e, even given the fact that the European Court of Justice approved this une qu al treat ment where certain individual decisions were concerned ||| Zu kriti s ieren ist auch die P ra x is der Kommission, Mehr fach bei hil fen für Stahl unter nehmen zu gen ehm igen, die nach ihrer Ansicht nicht unter die K a teg or ien des Ko de x f all en, auch wenn der Europäische Gerichtshof in einzelnen Entscheidungen diese Ung leich beh and lung geb ill igt hat
The Commission will be call ed upon , in a report that has yet to be comp il ed for the year 1999 , to give a detail ed expl an ation of its active role in the e la b or ation of rest ruct uring plans and approved ex emp tion s, th us en abl ing a proper assess ment of the over all situation to be made ||| In einem noch zu er stell enden Bericht für das Jahr 1999 wird die Kommission aufge forder t, ihre ak tive Rolle bei der Aus arbeit ung von Um struktur ierungs p lä nen und gen ehm igten Aus nahme fä llen d et a ill iert dar zu legen und damit auf dieser Grundlage eine s ach ger ech te Be wertung der Ges am tz us ammen häng e zu erm ö glichen
On ce the Committee on E conom ic and Mon etary Affairs has adopted the draft report un an im ous ly with two ab st ention s, I would ask that we make full use of this opportunity , which we have ourselves creat ed, in pl en ary sitting ||| Nach dem der Wirtschafts - und Währ ungs ausschuß den Berichts ent wurf ein stimm ig bei zwei Ent halt ungen angenommen hat, bitte ich darum , daß wir im Plen um diese Vor gab e, die wir selbst hier dar gelegt haben, voll und ganz er fü llen
Mr President, ladies and gentlemen, the internal market is not complete ||| Herr Präsident, sehr ge ehrte Kollegen! Der Binnenmarkt ist noch nicht voll end et
S ub sid ies, mon op o lies and b ar ri ers to competition are still imp ed ing market s and development a li ke ||| Beihil fen, Mon op ol e und Wettbewerbs be schränk ungen h em men noch immer die M ärk te und die Entwicklung
N ational governments provide subsid ies and prom ise that this is the last time, but then it happ ens again ||| Die nationalen Reg ierungen gewähr en Sub ven tionen und ver sprech en ste ts , dies sei das letz te M al , doch es ge schie ht immer wieder
S ub sid ies dist ort alloc ations, both within and between countries ||| Sub ven tionen ver z err en die Mittel zu weis ungen, sowohl in den Ländern selbst als auch zwischen ihnen
A suc ces sive p has ing out of State aid is required , and more and more market s must be open ed up to competition . This appli es to those which have been turn ed into mon op o li es, both priv ate and public ||| Die staatlichen Beihilfen müssen sch ritt weise ab geb aut und immer mehr M ärk te für den Wettbewerb ge ö ff net werden, was sowohl für die p ri v aten als auch die staatlichen Mon op ol e gilt
Public mon op o lies are , more often than not, p has ed out re lu ct ant ly ||| Staat liche Mon op ol e werden nur w ider st re ben d ab geb aut
In c re ased competition and new ly established organ is ations should be able to provide significant benefit s in terms of wel f are , including within the sp her es of e du c ation, health care and social services ||| Ein stärker er Wettbewerb sowie Neu g ründ ungen von Unternehmen kön nten jedoch großen N utzen für das W ohl fahr t ssystem bring en - auch im Bereich der Volk s bild ung, des Ges undheit s w es ens und der So zi all eist ungen
Public mon op o lies must be rep la ced by competi tive struct ures ||| Staat liche Mon op ol e müssen durch w ettbewerb s fäh ige Struktur en er s etzt werden
Europe must be modern is ed, made more ent re pr ene ur ial in spirit and ad ap ted in such a way that it bec om es a more competi tive environment for consum ers and companies ||| Europa muß m o der nis iert und an Unter nehm ert um und w ettbewerb s fäh ig ere Bedingungen für Verbraucher und Unternehmen ange p aßt werden
E ff ec tive competition p us hes pr ic es down and ra ises standards of living ||| Ein eff ek ti ver Wettbewerb führ t zu nie d r ig eren P rei sen und einem h öh eren Lebens stand ar d
It is precisely upon pr ice level s that consum er policy has fail ed to focus su ffic i ently . In fact, competition policy and consum er policy be l ong together ||| Die Verbraucher politik kon zentr iert sich viel zu wenig auf das P rei s n ive au , aber Wettbewerbspolitik und Verbraucher politik gehör en zusammen
The internal market is the basis for our work ||| Der Binnenmarkt stell t die Grundlage unserer Arbeit dar
It s legislation is to apply equ ally to all, to large and small countries a li ke ||| Die dies be zü glichen Rechts vorsch riften müssen für alle gleich er m aß en g elt en, für große wie klein e Länder
A system atic sur ve y of the various national regulations is needed if b ar ri ers to competition are to be dis m ant l ed. The EU ' s own regulations too may therefore need to be analys ed ||| Zum Ab bau von Wettbewerbs be schränk ungen sollten die nationalen Regel werk e s ystem ati sch über p rü ft werden, und auch die Rechts vorsch riften der EU bed ür fen einer An aly se
The new mod el now being t est ed by the Commission o u ght not to lead to a process of national isation p ure and simp le which would under min e the established competition policy ||| Das jetzt von der Kommission ge te ste te neue Mo de ll darf nicht zu einem r ein en N ation alis ierungs pro zeß führ en, der die bereits erreich te Wettbewerbspolitik aus h ö hl en würde
